Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,AltTitle.other,Title,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription-NO,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title,Program,IIIF Manifest URL
ark:/13030/m53r8jn2,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0050,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,حمدا الصالح,Hamda aṣ-Ṣaleh,"A black-and-white photograph captures Hamda aṣ-Ṣaleh, from al-Eizariya, going up the stairs in a house.|~|صورة غير ملونة تظهر فيها حمدا الصالح من بلدة العيزرية وهي تصعد على درج أحد المنازل.",,black-and-white photographs,ara,still image,23 July 1966; Date created,1966-07-23,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3924.0,5368.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/29412_ca_object_representations_media_150351_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/84282_ca_object_representations_media_150351_original.jpg,https://palarchive.org/index.php/Detail/objects/183019/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:31,15 March 2022 at 14:47:02,"A black-and-white photograph captures Hamda aṣ-Ṣaleh, from al-Eizariya, going up the stairs in a house.",صورة غير ملونة تظهر فيها حمدا الصالح من بلدة العيزرية وهي تصعد على درج أحد المنازل.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm53r8jn2/manifest
ark:/13030/m5pp6xg6,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0051,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,أفراد من عائلة الخطيب,Members of al-Khatib Family,"A black-and-white photograph captures Muhammad and Neʿme al-Khatib, with their children, Munir and Seham, at their house in Kuwait.|~|صورة غير ملونة يظهر فيها كل محمد ونعيمة الخطيب وأطفالهما منير وسهام، في منزلهم في الكويت.",,black-and-white photographs,ara,still image,17 June 1968; Date created,1968-06-17,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3896.0,5479.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/5548_ca_object_representations_media_150353_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/63739_ca_object_representations_media_150353_original.jpg,https://palarchive.org/index.php/Detail/objects/183020/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:31,15 March 2022 at 14:47:02,"A black-and-white photograph captures Muhammad and Neʿme al-Khatib, with their children, Munir and Seham, at their house in Kuwait.",صورة غير ملونة يظهر فيها كل محمد ونعيمة الخطيب وأطفالهما منير وسهام، في منزلهم في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5pp6xg6/manifest
ark:/13030/m5sj9bfd,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0052,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,ياقوت وسهام ويوسف الخطيب,"Yaqut , Seham and Yusef al-Khatib","A black-and-white photograph of al-Khatib family member, from right: Yusef, Seham and Yaqut al-Khatib.|~|صورة غير ملونة يظهر فيها أفراد من عائلة الخطيب، وهم من اليمين: يوسف وسهام وياقوت الخطيب.",,black-and-white photographs,ara,still image,14 July 1966; Date created,1966-07-14,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3897.0,5369.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/8471_ca_object_representations_media_150355_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/79430_ca_object_representations_media_150355_original.jpg,https://palarchive.org/index.php/Detail/objects/183021/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:31,15 March 2022 at 14:47:03,"A black-and-white photograph of al-Khatib family member, from right: Yusef, Seham and Yaqut al-Khatib.",صورة غير ملونة يظهر فيها أفراد من عائلة الخطيب، وهم من اليمين: يوسف وسهام وياقوت الخطيب.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5sj9bfd/manifest
ark:/13030/m5xb033s,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0053,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,نعيمة الخطيب في السيارة,Naʿimah al-Khatib in the Car,"A black-and-white photograph of Naʿimah Ahmad al-Khatib in a car, in Kuwait.|~|صورة غير ملونة تظهر فيها نعيمة أحمد الخطيب وهي تستقل سيارة أثناء اقامتها في الكويت.",,black-and-white photographs,ara,still image,9 June 1966; Date created,1966-06-09,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3813.0,5424.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/39008_ca_object_representations_media_150357_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/71457_ca_object_representations_media_150357_original.jpg,https://palarchive.org/index.php/Detail/objects/183022/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:31,15 March 2022 at 14:47:03,"A black-and-white photograph of Naʿimah Ahmad al-Khatib in a car, in Kuwait.",صورة غير ملونة تظهر فيها نعيمة أحمد الخطيب وهي تستقل سيارة أثناء اقامتها في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5xb033s/manifest
ark:/13030/m5j46jd0,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0054,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,سعيد وسهام الخطيب,Saʿid and Seham al-Khatib,"A black-and-white photograph of Saʿid al-Khatib as a kid carrying Seham al-Khatib, in Kuwait.|~|صورة غير ملونة يظهر فيها سعيد الخطيب يحمل سهام الخطيب خلال مرحلة طفولتها، أثناء اقامتهم في الكويت.",,black-and-white photographs,ara,still image,15 July 1966; Date created,1966-07-15,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3813.0,5313.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/18414_ca_object_representations_media_150359_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/92826_ca_object_representations_media_150359_original.jpg,https://palarchive.org/index.php/Detail/objects/183023/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:32,15 March 2022 at 14:47:03,"A black-and-white photograph of Saʿid al-Khatib as a kid carrying Seham al-Khatib, in Kuwait.",صورة غير ملونة يظهر فيها سعيد الخطيب يحمل سهام الخطيب خلال مرحلة طفولتها، أثناء اقامتهم في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5j46jd0/manifest
ark:/13030/m5qg6jpk,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0055,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,نعيمة الخطيب,Naʿimah al-Khatib,"Taken in her house in Kuwait, this black-and-white photograph captures Naʿimah al-Khatib sitting on her balcony.|~|صورة غير ملونة تظهر فيها نعيمة الخطيب وهي جالسة في شرفة منزلها أثناء اقامتها في الكويت.",,black-and-white photographs,ara,still image,15 July 1966; Date created,1966-07-15,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3838.0,5427.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/93929_ca_object_representations_media_150361_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/2520_ca_object_representations_media_150361_original.jpg,https://palarchive.org/index.php/Detail/objects/183024/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:32,15 March 2022 at 14:47:04,"Taken in her house in Kuwait, this black-and-white photograph captures Naʿimah al-Khatib sitting on her balcony.",صورة غير ملونة تظهر فيها نعيمة الخطيب وهي جالسة في شرفة منزلها أثناء اقامتها في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5qg6jpk/manifest
ark:/13030/m5jx65qd,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0056,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,حمده ونعيم الخطيب,Hamdah and Naʿim al-Khatib,A black-and-white photograph of Hamdah and Naʿim al-Khatib at their house.|~|صورة غير ملونة تظهر فيها حمده ونعيم الخطيب في منزلهم.,,black-and-white photographs,ara,still image,24 July 1966; Date created,1966-07-24,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3864.0,5371.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/549_ca_object_representations_media_150363_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/48079_ca_object_representations_media_150363_original.jpg,https://palarchive.org/index.php/Detail/objects/183025/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:32,15 March 2022 at 14:47:04,A black-and-white photograph of Hamdah and Naʿim al-Khatib at their house.,صورة غير ملونة تظهر فيها حمده ونعيم الخطيب في منزلهم.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5jx65qd/manifest
ark:/13030/m52s1hgs,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0057,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,ياقوت الخطيب,Yaqut al-Khatib,"A black-and-white photograph of Yaqut al-Khatib, standing in front of her house in Kuwait.|~|صورة غير ملونة تظهر فيها ياقوت الخطيب تقف أمام منزلها في الكويت.",,black-and-white photographs,ara,still image,15 July 1966; Date created,1966-07-15,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3852.0,5363.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/80421_ca_object_representations_media_150365_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/32763_ca_object_representations_media_150365_original.jpg,https://palarchive.org/index.php/Detail/objects/183026/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:32,15 March 2022 at 14:47:04,"A black-and-white photograph of Yaqut al-Khatib, standing in front of her house in Kuwait.",صورة غير ملونة تظهر فيها ياقوت الخطيب تقف أمام منزلها في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm52s1hgs/manifest
ark:/13030/m5f26qhs,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0058,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,ياقوت الخطيب,Yaqut al-Khatib,A black-and-white photograph of Yaqut al-Khatib wearing the traditional Palestinian dress.|~|صورة غير ملونة تظهر فيها ياقوت الخطيب وهي ترتدي الزي التقليدي الفلسطيني.,,black-and-white photographs,ara,still image,29 July 1966; Date created,1966-07-29,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5313.0,3869.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/5117_ca_object_representations_media_150367_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/77400_ca_object_representations_media_150367_original.jpg,https://palarchive.org/index.php/Detail/objects/183027/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:32,15 March 2022 at 14:47:05,A black-and-white photograph of Yaqut al-Khatib wearing the traditional Palestinian dress.,صورة غير ملونة تظهر فيها ياقوت الخطيب وهي ترتدي الزي التقليدي الفلسطيني.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5f26qhs/manifest
ark:/13030/m5sg0n06,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0059,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,إلهام وسهام الخطيب,Elham and Seham al-Khatib,"A black-and-white photograph of Elham and Seham Muhammad Yusef al-Khatib, standing on their balcony.|~|صورة غير ملونة تظهر فيها كل من إلهام وسهام محمد يوسف الخطيب، وهن يقفن على شرفة منزلهن.",,black-and-white photographs,ara,still image,23 July 1966; Date created,1966-07-23,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5286.0,3869.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/7119_ca_object_representations_media_150369_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/76837_ca_object_representations_media_150369_original.jpg,https://palarchive.org/index.php/Detail/objects/183028/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:32,15 March 2022 at 14:47:05,"A black-and-white photograph of Elham and Seham Muhammad Yusef al-Khatib, standing on their balcony.",صورة غير ملونة تظهر فيها كل من إلهام وسهام محمد يوسف الخطيب، وهن يقفن على شرفة منزلهن.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5sg0n06/manifest
ark:/13030/m5133jf9,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0060,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,حمده صالح ترتدي الزي التقليدي,Hamda aṣ-Ṣaleh Wearing the Palestinian Traditional Dress,"Taken in al-Eizariya, this black-and-white photograph captures Hamda aṣ-Ṣaleh, wearing the traditional Palestinian dress, in front of her house.|~|صورة غير ملونة تظهر فيها حمده صالح وترتدي الزي التقليدي الفلسطيني، تقف أمام منزلها الجديد في بلدة العيزرية.",,black-and-white photographs,ara,still image,24 July 1966; Date created,1966-07-24,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3839.0,5345.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/21824_ca_object_representations_media_150371_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/3/46514_ca_object_representations_media_150371_original.jpg,https://palarchive.org/index.php/Detail/objects/183029/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:32,15 March 2022 at 14:47:05,"Taken in al-Eizariya, this black-and-white photograph captures Hamda aṣ-Ṣaleh, wearing the traditional Palestinian dress, in front of her house.",صورة غير ملونة تظهر فيها حمده صالح وترتدي الزي التقليدي الفلسطيني، تقف أمام منزلها الجديد في بلدة العيزرية.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5133jf9/manifest
